Timestamp,Username,Your Twitter,Your Sei wallet address,Your Discord Username (optional)
2023/04/09 8:18:22 AM AST,nan,https://twitter.com/shirly676278151/status/1645038311977754632,sei1nqvkv3msld84feucmmdfkh4aduzsqlsh6rt7mp,nan
2023/04/09 8:18:46 AM AST,nan,https://twitter.com/LeiLaa89391723/status/1645038441434955776,sei17y9ynm0ert9kfhccres4n3c6r7e2xzwtjgvjah,nan
2023/04/09 8:19:17 AM AST,nan,@sinan_celen,sei1yn9a92wgkzt5awxqmcjec7cageawk58l6mxl9s,Sinan | GAPES#5088
2023/04/09 8:21:41 AM AST,nan,https://twitter.com/feliksmatveev6/status/1645039156081356801,sei10uxcafesx3s8x3jtz54h6v3xzxjmw29w6r3wc8,nan
2023/04/09 8:26:54 AM AST,nan,The Sei network is one of the best and fastest testnet I have tried. When the main network runs I think it will be one of the best networks for fast data transfer at a very low cost.,sei1hdynm9f5748yc3vecg69ysdza24769duh968nj,sajjad#7534
2023/04/09 8:27:34 AM AST,nan,SLuizier,sei12gm9uu4rul8numt0a7eekse4uehxkv03s0q3g9,SLuizier#0655
2023/04/09 8:29:26 AM AST,nan,https://twitter.com/anotherpouyan/status/1645041083590619136?s=20,sei13f87ufmv66729dddqkqg2dymljuef9x3wc74gq,pooyan#1369
2023/04/09 8:30:22 AM AST,nan,@Bacchetta0,sei12k65cxeyz0lm8lf09jz4ktp02azmtwg64w5qhe,Kafir!#7606
2023/04/09 8:34:30 AM AST,nan,https://twitter.com/Link3Lens,sei1nlycm9u3naavvtj3hnz0eur8xxjugjx96jrjvw,nan
2023/04/09 8:38:08 AM AST,nan,https://twitter.com/neo32518/status/1645043374380990464,sei1x4rxllps6wv0hxhj99809y99lsvk4l4wwse93m,nan
2023/04/09 8:38:43 AM AST,nan,https://twitter.com/cryptopunkstar/status/1645041560688443394,sei1memcf6sqd00h6yzf0e8e8e707tjmszpddez7x4,Cédric Solignac#3340
