Timestamp,Username,Your Twitter,Your Sei wallet address,Your Discord Username (optional)
2023/04/14 12:55:29 AM AST,nan,@Marcin_Waszka,sei1zr9uzxc3pah9tgqlflc3rgh44smewapd4drscs,Marcin Waszka#7989
2023/04/14 12:57:08 AM AST,nan,https://twitter.com/captmorgaan/status/1646739240569692162,sei12xjz43guhmj2v7t4sg0qyuf7ddgcemkful89k9,renkaali#8293
2023/04/14 12:58:07 AM AST,nan,https://twitter.com/Minhhoang338/status/1646739321289080834,sei1n5ejmepv7xpusjq2cc0tukl3ddfcug3kwyfrr0,Minhhoang338| Sui Global#4283
2023/04/14 12:58:24 AM AST,nan,@shentran,sei170e29psahjaqutz6u4dkyqfgugj727gh7n4wsl,nan
2023/04/14 12:59:03 AM AST,nan,Hupuxx17358,sei1kh4le5gfwk2wd7rsg23xtn62t3vkjqll68m4kx,Doyle James#8339
2023/04/14 12:59:12 AM AST,nan,https://twitter.com/LuckyCat3010/status/1646739806586818561,sei1hen5zcg7d9feh5zhujp4lavyeagqwfuqfmjqvp,LuckyCat#2915
2023/04/14 12:59:24 AM AST,nan,https://twitter.com/Amel01120398,sei1n0wvykwp74gwh9w8xg26ty2fgrq3qg0s5d4jzh,amirlubis#3720
2023/04/14 12:59:37 AM AST,nan,@hatrickspubg,sei15m25xj3p0e5eynadukltr3cn8sl0z7gvmngptg,nan
2023/04/14 1:00:02 AM AST,nan,https://twitter.com/HSajacom/status/1646740044852473858,sei1jpmv68juqcfnk7478lt3zws3ca3z5m8u8ge86g,fania#2220
2023/04/14 1:01:09 AM AST,nan,https://twitter.com/huzige6/status/1646740185940623361?s=20,sei1w6tap9spf64q2hc2kws82xxyj9m40s8knuy757,huzige6#2495
2023/04/14 1:01:52 AM AST,nan,@IrgiFauzi17,sei13mrqw9f58q75mkvjk03ykxqdcu28sy6vvkh96d,kuducuan#7224
2023/04/14 1:02:03 AM AST,nan,https://twitter.com/dimasrezeki03/status/1646740383035199488?s=20,sei1cas28r58fcd7zplnfju75hzwf5mfypu6hgw5jj,akbardirga#3901
2023/04/14 1:02:14 AM AST,nan,@TVatchers,sei1s4tawspfvr6etnd2kxy8xjgaskflfjwgzeglcn,nan
2023/04/14 1:02:27 AM AST,nan,https://twitter.com/zonloi/status/1646740016817917955?s=20,sei1rgt2w2nz3glnmc3wmm73r7jchvzpakm39nh0eg,[VN]Zon♡#5972
2023/04/14 1:02:33 AM AST,nan,@aloklife,sei1hwqxdgq6ck6nqdd2g8rleha2l78zh6du7zm37x,nan
2023/04/14 1:03:52 AM AST,nan,https://twitter.com/Nz8Pe/status/1646740588153421825,sei1sf0efegzlxk7xnyxzxx38jx5neyaemk7uwz8vh,Viands#1715
2023/04/14 1:05:11 AM AST,nan,https://twitter.com/BoyIndrasta/status/1646741285896851459,sei1mu8je420swr5ay9qda8ns5nm00l7sgv3n8d72y,putu121#2448
2023/04/14 1:05:50 AM AST,nan,https://twitter.com/Panelsosmedia/status/1646741218188206080?s=20,sei14pqyazsgh62d9kcuwsy6khk2p26d755yfjpwnx,TriPratama#1997
2023/04/14 1:05:53 AM AST,nan,siap_bang_jago,sei1wcfnmk6a4c3fg3lx7dljepq7uak43ghtae8wxm,siapbangjago#5250
2023/04/14 1:05:59 AM AST,nan,https://twitter.com/Han76263084/status/1646741415102382081?s=20,sei1avqhuvjdpfql5jc2g9unz75sjtf43398znk77n,Han#9580
2023/04/14 1:07:05 AM AST,nan,https://twitter.com/Arknalogya/status/1646741808767008769?t=XHX6DNK5whieLyrBKL0ttQ&s=19,sei1ae4n3drtzewtpt323c2skejhnvj2ky3uy8n528,Arknalogya#4178
2023/04/14 1:07:16 AM AST,nan,@ashur_277,sei1syqg6emtx5jtl77yjcmtt3gx6emkvp6pex63nv,ivancmirhov#8617
2023/04/14 1:07:30 AM AST,nan,https://twitter.com/pandusatriap/status/1646741466658799616?s=20,sei1ss9402vxhfuqaf87a8z7607wd0pkfnc6au3709,pandusatriap#9375
2023/04/14 1:08:02 AM AST,nan,https://twitter.com/Romanspear12/status/1646741767524589568?t=GhyziYKW4iFvgPmI9jhadw&s=19,sei1vnh63vel3dwkwlhzsgqhp58s2qfr2vr4jtvdhc,Ankr23#2915
2023/04/14 1:08:29 AM AST,nan,https://twitter.com/Shuvam420/status/1646742104465440771?s=20,sei15n379hs7fsyhudxfu3mm658f2mvp56sf6qydpp,nan
2023/04/14 1:08:59 AM AST,nan,yhahaha_hayukk,sei16k6t3pnnumvpjmlxl98xd9h4trzx8p4kq7ddw9,yhahahahayukk#8645
