Timestamp,Username,Your Twitter,Your Sei wallet address,Your Discord Username (optional)
2023/04/11 1:06:59 PM AST,nan,@DekaYurin,sei17z8k4s3m3gdeq4d9jszm5tzyv7c8mca5f6s79e,fuyura#5735
2023/04/11 1:07:09 PM AST,nan,https://twitter.com/usama__Mk/status/1645835833411264512?t=CaIhj6w74fWP18j5tpgY4A&s=19,sei1fqjlhhyzxk0ms45l0fznx6eyc5gkv3dkyccfxq,nan
2023/04/11 1:07:18 PM AST,nan,ahbidikuskus,sei1z7p2ugt84yp0rqqgttx65wsmlnqevdv2v00gqu,nan
2023/04/11 1:07:50 PM AST,nan,https://twitter.com/Crypt0Sm0g,sei12jhz7zl7mjy05nk0a4q6vlurr36x9akzwd263t,nan
2023/04/11 1:08:06 PM AST,nan,@Abdulafeezolat4,sei1y3k4vsj86he8ce6yad3upyq4eaqta7wfkufy53,nan
2023/04/11 1:08:13 PM AST,nan,https://twitter.com/AndreasObermey2/status/1645835946963632139,sei18aqjyx9md8hh0f8vvz0gu0jzufmtcxtc05s8j2,Mariella#6781
2023/04/11 1:09:00 PM AST,nan,@LazyYar,sei1v2lrkc85r4klapnxnuzx2vxatj6d9xyunuzf4v,Lazzy#6761
2023/04/11 1:09:27 PM AST,nan,@mmdrmmdr5,sei1frm74ga72dze8lz0970zwnt47zlxu4jmhzg5tv,lnjj1111n#1842
2023/04/11 1:09:57 PM AST,nan,https://twitter.com/Anthony05370247/status/1645836474053427215,sei1995ypx90tc2nk9zfyt98rhsnmmx0q90k7g5erm,Mugo#3182
2023/04/11 1:10:13 PM AST,nan,https://twitter.com/IkechukwuVin/status/1645836532043874317?t=_XXbajb_bXpko6z266hpNQ&s=19,sei1a4frtkgzurp7a75jc6pf5tnzyaslrcrytdvr0t,Ik #3874
2023/04/11 1:11:29 PM AST,nan,westcrypto555,sei1sft70fr0nwe57mtvv83rzn77fkx34d64md87v9,westcyber | thaitalent#0352
2023/04/11 1:12:30 PM AST,nan,@Khodayari2Amir,sei1dam3zlnqc4d4fqr9pk6qtumwr5gnlwl3rhzupq,nan
2023/04/11 1:13:08 PM AST,nan,@AFlaminora,sei1srletlx9rhp8nfjgev6qh84uv558k0fkp3rp2m,weedandrun#1095
2023/04/11 1:13:09 PM AST,nan,https://twitter.com/Inelo_ojonuba/status/1645836072998273035?t=4_36C0Ihef5dTZ3KVf16yw&s=19,sei18ncevhl0fg97rh9nwxx964vkqgdh3dwt7al6r9,Yungsaint#0602
2023/04/11 1:13:20 PM AST,nan,https://twitter.com/air2air21/status/1645836386807709699,sei1ua2csgmcf5xttshqp2r7473jl3mnjxlpmj7k2a,Allo2 | Suiswap#5190
2023/04/11 1:13:24 PM AST,nan,https://twitter.com/CoffeeBlazk/status/1645836761879433217?s=20,sei1yftzslhg8z3mulanhffg6pqhhg0ukrppr9rlrv,CoffeeBlazk#7458
2023/04/11 1:13:57 PM AST,nan,https://twitter.com/kingzzz_crypto/status/1645837386792976385?s=46&t=zC8pOKsS9klU_pBPiouB7A,sei13wyh9fldy7a4kzz5ns2zgfjhw4r2597ezpj6uq,Crypto Kingzzz#8471
2023/04/11 1:16:29 PM AST,nan,@KimberlyKuol,sei150de9xfyjauegywg0rglcdht2dlvz2yz06aw68,MainLook#5650
2023/04/11 1:17:20 PM AST,nan,https://twitter.com/_rulethebull,sei18hq5r36u53krfeuvp4gwap8ccvssxa3fq3pf0p,NFT-ZONE#4424
2023/04/11 1:17:50 PM AST,nan,@yoyeung03,sei17ug02c0yw5k7r5dmc506j7j0zmhufj5pauy2nr,nan
2023/04/11 1:19:25 PM AST,nan,@niguadie,sei1e9fehfa9qkgfd4mk86lz43vsxa0nr55m6zq5n5,nan
2023/04/11 1:21:10 PM AST,nan,@blackjack21gr,sei175rn25566d4m6qqxwz895cyn9qtjqn9uu4wvj8,blackjack21r | Suiswap#6721
2023/04/11 1:21:54 PM AST,nan,@Phenomayush777,sei10ztpurskyxjk0zph8slwaqfdctemhwm4vk6n8d,Phenomenal1|Suibears#3564
2023/04/11 1:22:04 PM AST,nan,@AbdelPardede,sei19jntsv2lnn2sh9ht4y59mft8eq5mmr6uns6fn0,wulanhannifah#1473
2023/04/11 1:22:14 PM AST,nan,https://twitter.com/AsangAham/status/1645839647761629187?s=20,sei1m7jtm7e8avatgzu6s3r5pag6xjrll6clyyqjfc,asangaham#8522
2023/04/11 1:22:23 PM AST,nan,https://twitter.com/SuukDotCom/status/1645839002933800960?s=20,sei1svz03c3c47l9k4nx6z25tcaur5nj706qgw5g62,ferihusaeni#6171
2023/04/11 1:22:29 PM AST,nan,https://twitter.com/Pedro_Cardoso_7/status/1645839472871735307,sei1pckwcf5lyt98nz6nhzv8l6esppgg8q08eukzwp,PedroCardoso7#2829
2023/04/11 1:22:47 PM AST,nan,https://twitter.com/yusufffalp,sei19l6jkrqyth87kmpvx8tun6f2ff65czya9d9vfe,galahad | Suiswap#5396
2023/04/11 1:25:27 PM AST,nan,@FegraeusNancy,sei179e037dn038e8xfk3znnp2xppertuq966ppyc7,MargaretHall#5460
2023/04/11 1:27:04 PM AST,nan,@Reena28301689,sei1w9y862k59kgsvqrfuz979gd582cqklvg5agcy8,henty20220#2766
2023/04/11 1:27:10 PM AST,nan,sapaghost,sei13j3pnakklmm60eactfjamrchtfgr3vp3nnx6ca,Timi_tizo 🩸#0784
2023/04/11 1:29:45 PM AST,nan,@IslamiAlfin,sei1tf59rcz8psgqqaxchq96st69cjq4xcsy46rck7,yuckops#7116
2023/04/11 1:29:58 PM AST,nan,https://twitter.com/Kamilkanca34/status/1645841538046410752,sei1tdyc8rec2k5rpfzh05tfxpn97vluv3fhljqhn9,kamilkan54 | Suiswap#9505
2023/04/11 1:31:34 PM AST,nan,@alireza20163764,sei1ltdt9p43ru3pxmr34kegky65nv4pes9vu8x5yk,nan
2023/04/11 1:32:50 PM AST,nan,@salah__crypto,sei1wqzlptv0rx25qvsq9y7qpdqzes7dl2ahmkk439,realsalahr#8056
2023/04/11 1:33:37 PM AST,nan,@RostislavVlas13,sei1r9msytgfvcm6u6zytzxps9525jwaqfswvh9tfr,Vlasovv#7872
2023/04/11 1:34:10 PM AST,nan,https://twitter.com/allbonbtc/status/1645842089429565458,sei1pwt8qs03m43ykpe47pzjvdtlcfaq0nqt8vakue,titi0147#9081
2023/04/11 1:34:16 PM AST,nan,https://twitter.com/GabrirlTerez/status/1645842532641669120,sei1xtnu5x0alp5j825nz66sqxpwjdv6zkhtrdtv2z,ghost643#6861
2023/04/11 1:34:53 PM AST,nan,https://twitter.com/sparrowswapxyz/status/1643299020729638927?s=20,sei1gu39lh8w2x6aee4t26xm7ez85hmcujzcr2a5rx,nan
2023/04/11 1:35:48 PM AST,nan,@ErinPet55538789,sei1rvfgx9ruw9s7gss7g2278gh876z2vwp64keuga,KarenAnderson#5140
2023/04/11 1:35:59 PM AST,nan,@Iriwa89,sei1hhcvggpfkwpgg3wavh0lgt025d3jqlpffaegg8,Iriwa89#9381
2023/04/11 1:36:48 PM AST,nan,https://twitter.com/nimblues/status/1645842929356001281,sei12cjhue9w0hurpkgkt3v0hrsxk53mmy2mhvlu6e,Sazonk#8868
2023/04/11 1:36:52 PM AST,nan,https://twitter.com/jekainvestor1/status/1645842962058756096?s=20,sei1jhemnmc8knljsgpwtvmyg6qsqw35c9rf4nk040,"@Riki31,♒#7136"
2023/04/11 1:37:07 PM AST,nan,@DeWanjun,sei1rvvk4aze2uw2l6x54cn8m6tag7h6ysdzqmtwhu,dewanjun#2255
2023/04/11 1:37:33 PM AST,nan,@Rahul33152708,sei10hjeqepamvulu5hjmluxasghytllaxu5wz40um,rk006 #7968
2023/04/11 1:37:44 PM AST,nan,https://twitter.com/efficientoro/status/1645843206427246592?s=20,sei1enuwsdkyavk8evz383tr5n03wnh75lrh37hl7l,efficient#6192
2023/04/11 1:37:50 PM AST,nan,@iamArchang3l,sei1ejh9aggxh509t586z3aqxe5avvwn2rtwjxawx8,@Archang3l#2526
2023/04/11 1:39:59 PM AST,nan,@DamaySakti,sei198nhq2vnfdcgtxvj9xg5ja866aaxqplu4amgw8,aldiaristap#6302
2023/04/11 1:40:11 PM AST,nan,https://twitter.com/Shahid_Pulsican/status/1645844160124182528,sei1p4f5sjscq4v9yp27u5qz2h08dyvvrtg5karpqp,Shahid_Pulsican#6902
2023/04/11 1:40:49 PM AST,nan,@soleyma45259995,sei1yhuhqnvw80z8apuyg43s3d4q6ssvd80d7sg00u,soleyman| Sui Global#3746
2023/04/11 1:41:06 PM AST,nan,https://twitter.com/tec_hopper/status/1645844385794277381?s=20,sei1hzqem3lvw8fw26mq68rvh6p4wu8d383ltsx9jp,Giftie#0441
2023/04/11 1:42:26 PM AST,nan,@AliShaf56943730,sei1jrh3jn447fmh8pzc43q6gljx5q8zpg4tzcqjjq,Runny110#9356
2023/04/11 1:43:05 PM AST,nan,https://twitter.com/HosseinZendedel,sei1xkugwx4zvm53n7vsatknf055m0h7sgxvdga8jf,m.h#4488
2023/04/11 1:43:10 PM AST,nan,https://twitter.com/OkpoFavour2/status/1645844901962170368?t=Qp6Kd7uv7hnjXx0tpxFbKg&s=19,sei1gjk4n4r4q2tuz4s0kzc4kc3pvgffvjuvj6vz92,kayceejonez#4687
2023/04/11 1:43:55 PM AST,nan,@katestavr20,sei1dxzqs4vejfnmkvq5jczvstxgx50pexczlq4h6e,KateStar#1711
2023/04/11 1:45:14 PM AST,nan,https://twitter.com/MadhuKumar4U,sei1n82qqduwh8sdkp2ndn0v83zxcgnytf8z6g3h0t,RamBoy#7504
2023/04/11 1:45:17 PM AST,nan,eugen_horatiu,sei1mmscsnh9tfn7c4hufnpvcf6w203536yqz0xqcc,eugen2001
2023/04/11 1:46:07 PM AST,nan,Emmynoel8,sei1kk5zt2xl3w7wd88cmdknrf5d58ac7c7tg6gy3h,nan
2023/04/11 1:46:35 PM AST,nan,https://twitter.com/Baddestdude400/status/1645845610786967565?t=SO_QEtlrDbVeZ5X78NxkOw&s=19,sei1zgu3aulrsawlg0f0kj6c3ugz6aa523r6a37a70,Correct4915#2926
2023/04/11 1:46:35 PM AST,nan,https://twitter.com/n_onooon/status/1645845612024463360?s=20,sei1jlc2sfmxzlvrlaqtflzgg7ymz35vreetj36d2l,nan
2023/04/11 1:47:39 PM AST,nan,https://twitter.com/5Clubz/status/1645845835660554241,sei1uecvf5eghh7g4559r0xdrg2hku86cvncqanzxy,bologn | GAMBLΞRZ#5888
2023/04/11 1:47:49 PM AST,nan,https://twitter.com/cryptobro64,sei1f0kvm6wtkdpdctesvnq94xkaplz5yk5c0aelyj,mažasis hakeris#9394
2023/04/11 1:48:08 PM AST,nan,@EmilyAn31722826,sei1ummsvu5xr6vcvshfegag38rpgx3fhdqjsk53pj,MaryMiller#1415
2023/04/11 1:48:17 PM AST,nan,https://twitter.com/EgaaHart/status/1645846087125839873?t=4Y46-M5lSwUdGkfvAjvtUg&s=19,sei1ky4wun7fufysl6vdykey6qp9rvfnhw00p2vfwd,EgaHart#4593
2023/04/11 1:48:21 PM AST,nan,https://twitter.com/The_preztiige/status/1645846140070383623?t=RX3wXi4gwc36bif6uOgLPQ&s=19,sei1p4h9vcv8f8ax2ndfrdktzn4zn8usye7l7xdgd6,prestige#8319
2023/04/11 1:48:28 PM AST,nan,https://twitter.com/CrypTomisko36/status/1645845388878905344?s=20,sei1fpt5u7nzxq4e7c7f9rzhh64nqj43s2ruj0xje2,tomisko36
2023/04/11 1:48:40 PM AST,nan,https://twitter.com/Altc0inerDom/status/1645845779138088961?s=20,sei1nvmctd6dwnnlu50j9p9x7u4w9mtx9hp7nnfrek,Hamdi#4346
2023/04/11 1:48:40 PM AST,nan,@utilitymaxi1,sei1fssyj0ajrxj4y2tg9vcwjdskh84cqcqwzpvgl4,nan
2023/04/11 1:49:30 PM AST,nan,https://twitter.com/engthien/status/1645846445613006848?s=20,sei1f8rv5gfrvt9ts80gywvedmyy6kznm6at6f9yzn,nan
2023/04/11 1:49:30 PM AST,nan,https://twitter.com/ArtemBazil1o/status/1645846033765748736?s=20,sei1956z98nw3mrfy8wahackql6x7dd8n9rs3uff4m,Artem bazil1o#6852
2023/04/11 1:50:18 PM AST,nan,https://twitter.com/mide_ma/status/1645845977528520718?t=oIUKcel7yATc_K-Wbwtnpw&s=19,sei1rxyacvxkd2f9kak33jtcfxtlv6rtzlyvwmjxkt,Midet#6629
2023/04/11 1:50:34 PM AST,nan,https://twitter.com/OTarniyova/status/1645843703788097536,sei1tph9festm4mgdqfq7sm6dy5dh39ue63778ynjk,ayoha | Suiswap#9086
2023/04/11 1:50:39 PM AST,nan,@bbnsergij,sei1v7sgvlu4aaaw77z9h2xt60z2yaxrrxsk4wvaur,bbnsergij#1554
2023/04/11 1:50:39 PM AST,nan,Twinmaks,sei1hmr7jpfm3ahshvj4pfr3xa85nd84dgwxhjd954,Makstwin#5380
2023/04/11 1:51:02 PM AST,nan,@Felicite03,sei1lzt3tvng8njel2tjvemwxr6q9jdg74nrfmyj99,Felicite03 | Suiswap#9564
2023/04/11 1:51:31 PM AST,nan,@mmadamin9992,sei1jjzaht3s05s6vgsfqf34up0k8t9cdzwm5y8ac2,amin9731#3610
2023/04/11 1:52:04 PM AST,nan,@cryptdirigeable,sei14tl2de80arfl3zgt42dy7yjs4ngdagpzfmx6v8,Uill#8913
