Timestamp,Username,Your Twitter,Your Sei wallet address,Your Discord Username (optional)
2023/04/14 9:41:58 PM AST,nan,@airmata212,sei1erzqmgpxegwdaedhvsy60hunhflyu8v8cf8evz,airmata212#4051
2023/04/14 9:42:00 PM AST,nan,https://twitter.com/Keerti97/status/1647052533121294339?t=N-13eAnhAU6w2DWs68iabQ&s=19,sei14h7ecfr5a09lqkv305xt0uug9enjj07qmqdmdh,nan
2023/04/14 9:42:05 PM AST,nan,https://twitter.com/Qryptosaur/status/1647052365093298176,sei13natssmnux59h0f69asx8klkr42hxej7qp5pzj,Qrypτosaur#4046
2023/04/14 9:42:31 PM AST,nan,https://twitter.com/0xbep/status/1647052661815136256?s=20,sei1sc6w8g5v9a6snmlzdw9x842u7t0sqttyag9w6t,leomurp#0017
2023/04/14 9:43:51 PM AST,nan,https://twitter.com/KimberMutia/status/1647052969454735362?s=20,sei1zp3yl60080p4z4chdz3y9dy8tg55zyujgykzl8,bisnis#0122
2023/04/14 9:44:18 PM AST,nan,https://twitter.com/CrownedguyCrown/status/1647052865821868033,sei1usm9cgesqmcq74960s4tlphev56r2xehul3l7w,Whale#5418
2023/04/14 9:45:09 PM AST,nan,https://twitter.com/coinfollows/status/1647053026811625474,sei1p585gqmmwqn4n7922zdep8sm8t9nwph23s37ka,cryptfollower#9396
2023/04/14 9:46:08 PM AST,nan,https://www.twitter.com/viannbdi,sei137d0j943pleudxvckxsp655n6ken9kp7xff3ra,lilia#3719
2023/04/14 9:46:24 PM AST,nan,https://twitter.com/Rumble_royal565/status/1647053641251975169?s=20,sei1txcc5cdefhkqphfm4kxjkks5azjrgqaleaqe6g,nan
2023/04/14 9:46:55 PM AST,nan,https://twitter.com/chilagu1/status/1647053512680042497,sei1aten458ngngg5dsckt7yz9znv35x7qrnfquax8,Uranburak#6701
2023/04/14 9:48:17 PM AST,nan,https://twitter.com/0x00112233/status/1647052125870891014?s=20,sei1xp87a3ezugt0vshkjsrjwkfalgl3eyxklke43q,bnymn#8347
2023/04/14 9:50:21 PM AST,nan,@asrof_uyee,sei1wewerpycx2whmnekxeyvrkgvwwrq5ffx8087ty,Aint#3919
2023/04/14 9:51:03 PM AST,nan,https://twitter.com/bitfamousfan/status/1647054842056290304,sei100acrt5g76ed6sc5v5splmjkpt4cd8m7chf24z,Anton Pavlovich#6586
2023/04/14 9:51:11 PM AST,nan,https://twitter.com/sparrowswapxyz/status/1646935303263756293?s=20,sei18zkmxny5s43wgv65rll7vc5e524ujznykaxfvn,chengyujia#4153
2023/04/14 9:51:37 PM AST,nan,https://twitter.com/BambinaA4/status/1647054836607905794,sei1xqm2037e2879ewudegdw4y4nksthjrnjr7wdm5,naufalqwe | Suiswap#7111
2023/04/14 9:52:28 PM AST,nan,https://twitter.com/jepeterus123/status/1647055056313929728?s=20,sei19urds9t8ct08x58trkcm8g0dgkq74e4h85a2ee,abduljepe#0260
2023/04/14 9:54:11 PM AST,nan,https://twitter.com/karubnaru/status/1647055517578330113,sei1l3u3h2s0dkfuh8dhtaxxrtqv0l5zpz63j8xjfk,Dulam#3518
2023/04/14 9:55:17 PM AST,nan,https://twitter.com/273172071/status/1647055219552063488,sei135elz3qgxu99vdfwj79nwpd4k3rfkwlkedyxhs,joy_clina#4272
2023/04/14 9:55:24 PM AST,nan,FiscalAchmad,sei10ytexsdkamfh2xqxeszd84lmygkt2a4x9mm5zq,TarraDarraBros#9260
2023/04/14 9:57:14 PM AST,nan,harryHai0209,sei10vyzhepshqm6kd69guvlw38ed30aj430rwq9n6,harry0209
2023/04/14 10:00:11 PM AST,nan,https://twitter.com/Dalkun3/status/1647057014424584192?s=20,sei1ywxn9lq64e6vfxd8wmv9audstcu7wvn5jmdj7h,erendalkun#6216
2023/04/14 10:01:01 PM AST,nan,https://twitter.com/rokonkhan01/status/1647057126458810368?s=20,sei1lk4sj885n93emawg6uvh0rg6xuvc2lp7sukutg,rokonkhan01#1623
2023/04/14 10:02:05 PM AST,nan,https://twitter.com/AmaterasuMlbb/status/1647057591103803392?t=QVLdfKAKKpAJ7xr8h6zlAQ&s=19,sei1z69sttz3w7gp9x68mu37nvcddfygr3ae4qq92s,nasir#3491
2023/04/14 10:02:12 PM AST,nan,https://twitter.com/CoolCrypto8,sei1tmp9tcguevju2p9amzgdv6mrar55439hg84j2n,slagi7246 | BEBO#6395
2023/04/14 10:04:48 PM AST,nan,https://twitter.com/ElisLis52542102,sei13l7fnwuf5m39sdsykfenjxpl3dcehrmmtule2w,Kembar#7858
2023/04/14 10:07:26 PM AST,nan,https://twitter.com/muhfren/status/1647058876259524608?s=20,sei1q08zh48mq8msukwu3g9xk9rj3wgzsauh49gm7v,muhfren#4566
2023/04/14 10:10:25 PM AST,nan,https://www.twitter.com/redchowk,sei10ntyfngne99f73aq30ka6s8cu3xf2za6vd3kz8,mamanh09#5246
2023/04/14 10:10:29 PM AST,nan,https://twitter.com/Niss32014776/status/1647059467547340801?s=20,sei1lj6kyx2rqq6r3agyyn8mv4j9unrc6hhc42hfrx,MR_Shark#4172
2023/04/14 10:11:22 PM AST,nan,https://mobile.twitter.com/Win01Aryan,sei1ssx5zyxm482txdm75ry94xj6meznajdeqjytfq,Aryanpatel#9397
2023/04/14 10:11:49 PM AST,nan,https://twitter.com/0xcryptobullX/status/1647041388637454336?t=Ywv7U0a3i-XgA4tz4N5elw&s=19,sei14z7uvgtkjc8pdh4nuvkjh0juaxljegfpmu8hkz,0xcryptobull.x#4828
2023/04/14 10:14:52 PM AST,nan,@G50zz,sei1d0qs3hffqexpm7t6uh6h2u7j09upxy78u9rs35,Nvagtg#2094
2023/04/14 10:15:23 PM AST,nan,https://twitter.com/lantih054js/status/1647060901349179392,sei13mgx3yekj3dhuwg9qec53qmqu8jrj72hzrxppm,LGMelodic#3597
